"","dropoffTaxiZone","pickupTaxiZone","vendorID","pickupTime","dropoffTime","passengerCount","tripDistance","paymentType","fareAmount","extraFees","mtaTax","tipAmount","tollAmount","improvementSurcharge","totalAmount","congestionSurcharge","tipPercentage","pickupTimeChunk","dropoffTimeChunk","percentagePopulationAbove65_Pickup","percentagePopulationInPoverty_Pickup","percentageHispanic_Pickup","percentageWhite_Pickup","percentageAfricanAmerican_Pickup","percentageAsian_Pickup","percentageOther_Pickup","percentagePopulationAbove65_Dropoff","percentagePopulationInPoverty_Dropoff","percentageHispanic_Dropoff","percentageWhite_Dropoff","percentageAfricanAmerican_Dropoff","percentageAsian_Dropoff","percentageOther_Dropoff","tipQuality"
"26486",233,170,2,"04/19/2021 09:45:01 AM","04/19/2021 09:59:37 AM",5,1.04,1,10,0,0.5,3.99,0,0.3,17.29,2.5,0.3,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"20458",164,237,2,"04/19/2021 09:15:03 AM","04/19/2021 09:26:01 AM",1,1.66,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"14010",143,230,2,"04/19/2021 08:33:48 AM","04/19/2021 08:41:27 AM",1,1.47,1,7.5,0,0.5,1.62,0,0.3,12.42,2.5,0.15,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
"16634",161,164,2,"04/19/2021 09:45:46 AM","04/19/2021 09:52:25 AM",2,1.13,1,6.5,0,0.5,2.94,0,0.3,12.74,2.5,0.3,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"28593",236,229,2,"04/19/2021 11:20:48 AM","04/19/2021 11:31:49 AM",1,2.34,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"19383",163,229,2,"04/19/2021 09:25:44 AM","04/19/2021 09:39:42 AM",1,1.24,1,9.5,0,0.5,1,0,0.3,13.8,2.5,0.078125,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"13805",142,163,2,"04/19/2021 11:38:59 AM","04/19/2021 11:44:01 AM",1,0.85,1,5.5,0,0.5,1,0,0.3,9.8,2.5,0.113636363636364,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
"27099",234,137,2,"04/19/2021 08:34:49 AM","04/19/2021 08:44:35 AM",1,1.13,1,7.5,0,0.5,1,0,0.3,11.8,2.5,0.0925925925925926,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"10303",140,141,2,"04/19/2021 11:54:17 AM","04/19/2021 11:55:57 AM",2,0.56,1,3.5,0,0.5,1.36,0,0.3,8.16,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",17.5,5.8,10.7,70,3.2,13.5,2.6,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"13004",142,151,2,"04/19/2021 08:10:27 AM","04/19/2021 08:21:24 AM",2,1.67,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
"18598",162,137,1,"04/19/2021 08:12:02 AM","04/19/2021 08:14:05 AM",1,0.7,1,4.5,2.5,0.5,1.55,0,0.3,9.35,2.5,0.198717948717949,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"11425",141,50,2,"04/19/2021 10:11:13 AM","04/19/2021 10:34:48 AM",1,3.06,1,16,0,0.5,4.82,0,0.3,24.12,2.5,0.249740932642487,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",13.3,22,21.1,52.8,5.5,17.5,3.2,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"657",24,170,2,"04/19/2021 11:27:49 AM","04/19/2021 11:51:52 AM",1,5.29,1,19.5,0,0.5,10,0,0.3,32.8,2.5,0.43859649122807,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,14.7,17,23.2,44.4,13.8,15.5,3.1,1
"15706",151,24,1,"04/19/2021 10:10:23 AM","04/19/2021 10:15:29 AM",1,0.8,1,5.5,0,0.5,1.55,0,0.3,7.85,0,0.246031746031746,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",14.7,17,23.2,44.4,13.8,15.5,3.1,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"3117",68,114,2,"04/19/2021 08:39:20 AM","04/19/2021 08:49:28 AM",1,1.94,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"11331",141,238,2,"04/19/2021 08:27:48 AM","04/19/2021 08:51:43 AM",1,2.69,1,16,0,0.5,5.79,0,0.3,25.09,2.5,0.3,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"25889",231,87,2,"04/19/2021 09:53:00 AM","04/19/2021 10:01:27 AM",5,0.83,1,7,0,0.5,0,0,0.3,10.3,2.5,0,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",7,17,7.4,66.5,2.4,19.9,3.9,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"37265",249,236,2,"04/19/2021 11:28:46 AM","04/19/2021 11:55:49 AM",1,4.32,1,19.5,0,0.5,5.7,0,0.3,28.5,2.5,0.25,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,16.4,8.4,6,80,2.1,8.5,3.4,1
"30017",236,236,2,"04/19/2021 08:49:19 AM","04/19/2021 08:51:53 AM",1,0.32,1,3.5,0,0.5,1.36,0,0.3,8.16,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"29990",236,262,2,"04/19/2021 08:49:34 AM","04/19/2021 08:53:05 AM",1,0.77,1,4.5,0,0.5,0.62,0,0.3,8.42,2.5,0.0794871794871795,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"14088",143,224,1,"04/19/2021 08:08:45 AM","04/19/2021 08:36:07 AM",1,4.1,1,20.5,2.5,0.5,3,0,0.3,26.8,2.5,0.126050420168067,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",16.1,8.7,8.2,72.2,4.8,11.8,3.1,21.1,8.4,10.4,69.4,4.2,13,3,0
"31546",237,237,2,"04/19/2021 10:28:12 AM","04/19/2021 10:34:38 AM",1,0.72,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"37533",249,68,2,"04/19/2021 10:51:41 AM","04/19/2021 10:57:48 AM",5,0.9,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
"26104",232,249,2,"04/19/2021 10:13:34 AM","04/19/2021 10:27:37 AM",1,2.68,1,12,0,0.5,0,0,0.3,15.3,2.5,0,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",16.4,8.4,6,80,2.1,8.5,3.4,19.7,34,39.4,23.3,11.4,23.6,2.4,0
"17536",161,237,2,"04/19/2021 11:13:31 AM","04/19/2021 11:21:35 AM",1,0.94,1,7,0,0.5,1,0,0.3,11.3,2.5,0.0970873786407767,"8:00 AM - 11:59 AM","8:00 AM - 11:59 AM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"24257",229,143,2,"04/19/2021 01:29:21 PM","04/19/2021 01:42:25 PM",1,2.35,1,11,0,0.5,2.86,0,0.3,17.16,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"6197",90,100,1,"04/19/2021 01:22:03 PM","04/19/2021 01:26:26 PM",1,1,1,5.5,2.5,0.5,2.2,0,0.3,11,2.5,0.25,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"13264",142,237,2,"04/19/2021 03:14:19 PM","04/19/2021 03:21:13 PM",1,1.38,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,21.1,8.4,10.4,69.4,4.2,13,3,1
"15979",158,170,2,"04/19/2021 03:37:24 PM","04/19/2021 03:53:28 PM",1,2.73,1,12.5,0,0.5,4.74,0,0.3,20.54,2.5,0.3,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",15.5,13.6,9.2,62.5,4.6,19.8,3.9,16.4,8.4,6,80,2.1,8.5,3.4,1
"34093",238,142,2,"04/19/2021 02:11:23 PM","04/19/2021 02:21:09 PM",2,1.81,1,8.5,0,0.5,1.5,0,0.3,13.3,2.5,0.127118644067797,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"6353",90,125,1,"04/19/2021 01:22:51 PM","04/19/2021 01:30:14 PM",1,1.5,1,7.5,2.5,0.5,2.15,0,0.3,12.95,2.5,0.199074074074074,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.3,14.4,6.3,66.2,2.2,21.5,3.8,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
"20756",166,238,2,"04/19/2021 12:34:35 PM","04/19/2021 12:38:24 PM",2,0.96,1,5,0,0.5,1.24,0,0.3,9.54,2.5,0.149397590361446,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,14.7,17,23.2,44.4,13.8,15.5,3.1,0
"9628",137,162,1,"04/19/2021 03:45:19 PM","04/19/2021 03:54:42 PM",1,1.9,1,9,2.5,0.5,1,0,0.3,13.3,2.5,0.0813008130081301,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
"16998",161,234,2,"04/19/2021 12:03:43 PM","04/19/2021 12:16:59 PM",1,1.98,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"9532",137,143,2,"04/19/2021 03:44:43 PM","04/19/2021 04:11:04 PM",2,6.02,1,18.5,0,0.5,5.45,0,0.3,27.25,2.5,0.25,"12:00 PM - 3:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
"7911",113,236,1,"04/19/2021 02:27:38 PM","04/19/2021 02:48:57 PM",1,3.9,1,17,2.5,0.5,5.05,0,0.3,25.35,2.5,0.248768472906404,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,16.4,8.4,6,80,2.1,8.5,3.4,1
"31285",237,237,1,"04/19/2021 03:41:51 PM","04/19/2021 03:47:09 PM",1,0.3,1,5,2.5,0.5,2.05,0,0.3,10.35,2.5,0.246987951807229,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"28985",236,161,2,"04/19/2021 03:51:27 PM","04/19/2021 04:04:26 PM",1,1.72,1,10.5,0,0.5,2.76,0,0.3,16.56,2.5,0.2,"12:00 PM - 3:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
"33279",238,158,2,"04/19/2021 02:55:51 PM","04/19/2021 03:16:21 PM",6,5.22,1,19,0,0.5,3.34,0,0.3,25.64,2.5,0.149775784753363,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"32565",237,262,1,"04/19/2021 02:21:01 PM","04/19/2021 02:32:08 PM",1,1.8,1,9.5,2.5,0.5,1.6,0,0.3,14.4,2.5,0.125,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"34893",239,263,2,"04/19/2021 02:21:19 PM","04/19/2021 02:33:36 PM",2,1.79,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"14753",144,236,1,"04/19/2021 03:21:46 PM","04/19/2021 03:54:57 PM",2,4.9,1,23,2.5,0.5,5.25,0,0.3,31.55,2.5,0.199619771863118,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"23431",211,162,2,"04/19/2021 03:33:30 PM","04/19/2021 03:48:37 PM",1,3.17,1,13,0,0.5,3.26,0,0.3,19.56,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
"18248",162,162,2,"04/19/2021 03:18:07 PM","04/19/2021 03:20:39 PM",5,0.52,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
"35383",239,244,2,"04/19/2021 12:33:51 PM","04/19/2021 12:57:44 PM",3,4.39,1,18.5,0,0.5,4.36,0,0.3,26.16,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",13.3,30,70.8,13.9,10.2,3.6,1.6,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"11381",141,236,2,"04/19/2021 03:30:48 PM","04/19/2021 03:41:54 PM",1,1.36,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"13359",142,161,2,"04/19/2021 02:06:58 PM","04/19/2021 02:18:03 PM",1,2.24,1,10,0,0.5,3.33,0,0.3,16.63,2.5,0.250375939849624,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,1
"25458",231,113,2,"04/19/2021 03:58:15 PM","04/19/2021 04:07:52 PM",1,1.31,1,8,0,0.5,1.7,0,0.3,13,2.5,0.150442477876106,"12:00 PM - 3:59 PM","4:00 PM - 7:59 PM",16.4,8.4,6,80,2.1,8.5,3.4,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"17001",161,141,1,"04/19/2021 03:08:19 PM","04/19/2021 03:21:09 PM",1,1.9,1,10,2.5,0.5,3.33,0,0.3,16.63,2.5,0.250375939849624,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"11214",141,233,2,"04/19/2021 02:46:17 PM","04/19/2021 02:53:44 PM",3,1.68,1,7.5,0,0.5,1.08,0,0.3,11.88,2.5,0.1,"12:00 PM - 3:59 PM","12:00 PM - 3:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"23879",226,163,2,"04/19/2021 04:11:02 PM","04/19/2021 04:32:07 PM",1,3.49,1,16,1,0.5,3.04,0,0.3,23.34,2.5,0.149753694581281,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,9.9,10,31.9,38.5,2.2,24.5,3,0
"5173",79,246,2,"04/19/2021 05:55:26 PM","04/19/2021 06:12:47 PM",1,2.72,1,13,1,0.5,3.46,0,0.3,20.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
"12273",141,263,2,"04/19/2021 07:43:29 PM","04/19/2021 07:45:18 PM",2,0.63,1,4,1,0.5,1.66,0,0.3,9.96,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"14705",144,164,2,"04/19/2021 07:01:10 PM","04/19/2021 07:14:01 PM",1,2.68,1,11,1,0.5,2.3,0,0.3,17.6,2.5,0.150326797385621,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
"34612",239,142,1,"04/19/2021 07:06:59 PM","04/19/2021 07:16:53 PM",2,1.8,1,8.5,3.5,0.5,2.55,0,0.3,15.35,2.5,0.19921875,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"5268",79,141,2,"04/19/2021 05:03:07 PM","04/19/2021 05:21:21 PM",1,3.8,1,16,1,0.5,1,0,0.3,21.3,2.5,0.0492610837438424,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",17.5,5.8,10.7,70,3.2,13.5,2.6,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
"20801",166,229,2,"04/19/2021 05:48:12 PM","04/19/2021 06:06:52 PM",1,4.19,1,16,1,0.5,5.08,0,0.3,25.38,2.5,0.250246305418719,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,14.7,17,23.2,44.4,13.8,15.5,3.1,1
"8195",113,236,2,"04/19/2021 05:56:55 PM","04/19/2021 06:13:04 PM",1,3.5,1,14.5,1,0.5,3.76,0,0.3,22.56,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,16.4,8.4,6,80,2.1,8.5,3.4,1
"15579",151,74,2,"04/19/2021 05:10:28 PM","04/19/2021 05:21:18 PM",1,1.64,1,9,1,0.5,4,0,0.3,14.8,0,0.37037037037037,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",12,39.5,47.7,7.8,37.5,4.5,2.4,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"8118",113,164,1,"04/19/2021 05:01:52 PM","04/19/2021 05:07:42 PM",1,1.4,1,6.5,3.5,0.5,2.15,0,0.3,12.95,2.5,0.199074074074074,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,16.4,8.4,6,80,2.1,8.5,3.4,0
"6677",100,233,2,"04/19/2021 07:30:55 PM","04/19/2021 07:37:03 PM",1,1.41,1,6.5,1,0.5,2,0,0.3,12.8,2.5,0.185185185185185,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
"31402",237,262,2,"04/19/2021 05:05:22 PM","04/19/2021 05:10:31 PM",1,1.07,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"28578",236,151,2,"04/19/2021 06:18:04 PM","04/19/2021 06:22:30 PM",1,1.11,1,5.5,1,0.5,0.95,0,0.3,8.25,0,0.13013698630137,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
"33894",238,143,1,"04/19/2021 06:40:31 PM","04/19/2021 06:48:34 PM",1,2.1,1,8.5,3.5,0.5,1.28,0,0.3,14.08,2.5,0.1,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"33187",238,142,2,"04/19/2021 06:51:35 PM","04/19/2021 06:59:26 PM",3,1.1,1,7.5,1,0.5,1.18,0,0.3,12.98,2.5,0.1,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"35336",239,100,2,"04/19/2021 07:39:44 PM","04/19/2021 07:48:00 PM",6,2.27,1,9,1,0.5,3.32,0,0.3,16.62,2.5,0.249624060150376,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"13639",142,238,2,"04/19/2021 04:15:24 PM","04/19/2021 04:25:30 PM",2,1.59,1,8.5,1,0.5,0,0,0.3,12.8,2.5,0,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
"23347",209,107,2,"04/19/2021 04:55:06 PM","04/19/2021 05:11:57 PM",1,3.5,1,14,1,0.5,3.66,0,0.3,21.96,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,7,17,7.4,66.5,2.4,19.9,3.9,1
"17223",161,164,2,"04/19/2021 04:55:40 PM","04/19/2021 05:02:37 PM",1,1.59,1,7,1,0.5,2.82,0,0.3,14.12,2.5,0.249557522123894,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
"35689",239,90,2,"04/19/2021 07:14:36 PM","04/19/2021 07:32:43 PM",1,4.43,1,16,1,0.5,0,0,0.3,20.3,2.5,0,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"10155",140,90,2,"04/19/2021 06:14:58 PM","04/19/2021 06:33:04 PM",1,4.59,1,16.5,1,0.5,4.16,0,0.3,24.96,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",13.2,11.7,13.9,62.4,5.3,15.6,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"12347",141,162,2,"04/19/2021 05:17:27 PM","04/19/2021 05:25:51 PM",1,1.54,1,7.5,1,0.5,1.77,0,0.3,13.57,2.5,0.15,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"24820",229,237,2,"04/19/2021 05:19:36 PM","04/19/2021 05:24:40 PM",2,0.58,1,5,1,0.5,1.86,0,0.3,11.16,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,25,5.2,4.9,75.1,1.4,16.2,2.5,0
"15581",151,142,2,"04/19/2021 04:16:48 PM","04/19/2021 04:26:33 PM",2,2.24,1,9.5,1,0.5,1.2,0,0.3,15,2.5,0.0869565217391304,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
"9962",140,237,2,"04/19/2021 04:20:09 PM","04/19/2021 04:32:05 PM",4,0.75,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5,0.2,"4:00 PM - 7:59 PM","4:00 PM - 7:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,17.5,5.8,10.7,70,3.2,13.5,2.6,1
"6181",90,107,1,"04/19/2021 09:02:59 PM","04/19/2021 09:09:03 PM",1,0.9,1,6,3,0.5,2.45,0,0.3,12.25,2.5,0.25,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",12.2,6.7,7.7,70.6,3.9,15.4,2.5,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
"12378",141,209,1,"04/19/2021 08:53:34 PM","04/19/2021 09:06:20 PM",1,6.1,1,18.5,3,0.5,4.45,0,0.3,26.75,2.5,0.199551569506726,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",7,17,7.4,66.5,2.4,19.9,3.9,17.5,5.8,10.7,70,3.2,13.5,2.6,0
"349481",239,236,1,"04/19/2021 08:27:46 PM","04/19/2021 08:36:45 PM",1,1.7,1,8,3,0.5,2.95,0,0.3,14.75,2.5,0.25,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
"13702",142,230,1,"04/19/2021 08:57:39 PM","04/19/2021 09:08:00 PM",1,2,1,9.5,3,0.5,2.65,0,0.3,15.95,2.5,0.199248120300752,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
"24566",229,48,2,"04/19/2021 11:24:13 PM","04/19/2021 11:33:59 PM",1,1.81,1,8.5,0.5,0.5,2.46,0,0.3,14.76,2.5,0.2,"8:00 PM - 11:59 PM","8:00 PM - 11:59 PM",13.3,22,21.1,52.8,5.5,17.5,3.2,25,5.2,4.9,75.1,1.4,16.2,2.5,0
