dropoffTaxiZone,pickupTaxiZone,vendorID,pickupTime,dropoffTime,passengerCount,tripDistance,paymentType,fareAmount,extraFees,mtaTax,tipAmount,tollAmount,improvementSurcharge,totalAmount,congestionSurcharge,tipPercentage,pickupTimeChunk,dropoffTimeChunk,percentagePopulationAbove65_Pickup,percentagePopulationInPoverty_Pickup,percentageHispanic_Pickup,percentageWhite_Pickup,percentageAfricanAmerican_Pickup,percentageAsian_Pickup,percentageOther_Pickup,percentagePopulationAbove65_Dropoff,percentagePopulationInPoverty_Dropoff,percentageHispanic_Dropoff,percentageWhite_Dropoff,percentageAfricanAmerican_Dropoff,percentageAsian_Dropoff,percentageOther_Dropoff,tipQuality
231,249,1,5/23/2021 12:43,5/23/2021 12:48,1,1.1,1,5.5,2.5,0.5,1.75,0,0.3,10.55,2.5,0.198863636,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
163,48,2,5/23/2021 13:16,5/23/2021 13:18,1,0.6,1,4,0,0.5,1,0,0.3,8.3,2.5,0.136986301,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.3,22,21.1,52.8,5.5,17.5,3.2,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
50,142,2,5/23/2021 15:51,5/23/2021 15:59,1,1.34,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,13.3,22,21.1,52.8,5.5,17.5,3.2,1
48,114,1,5/23/2021 14:48,5/23/2021 15:01,1,2.7,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5,0.199324324,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.3,22,21.1,52.8,5.5,17.5,3.2,0
249,144,1,5/23/2021 13:02,5/23/2021 13:14,1,1.7,1,9.5,2.5,0.5,2.55,0,0.3,15.35,2.5,0.19921875,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,16.4,8.4,6,80,2.1,8.5,3.4,0
170,249,2,5/23/2021 13:35,5/23/2021 13:45,1,1.75,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
234,114,1,5/23/2021 12:41,5/23/2021 12:45,2,0.9,1,5,2.5,0.5,1,0,0.3,9.3,2.5,0.120481928,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
142,163,2,5/23/2021 13:22,5/23/2021 13:29,2,1.04,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,21.1,8.4,10.4,69.4,4.2,13,3,0
236,237,2,5/23/2021 13:33,5/23/2021 13:39,1,0.86,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
163,249,2,5/23/2021 14:39,5/23/2021 14:47,2,2.32,1,8.5,0,0.5,5,0,0.3,16.8,2.5,0.423728814,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
87,229,2,5/23/2021 13:49,5/23/2021 14:04,2,5.63,1,18,0,0.5,4.26,0,0.3,25.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,7,17,7.4,66.5,2.4,19.9,3.9,1
170,249,1,5/23/2021 12:13,5/23/2021 12:20,1,1.7,1,7.5,2.5,0.5,1.5,0,0.3,12.3,2.5,0.138888889,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
74,262,2,5/23/2021 14:15,5/23/2021 14:18,1,1.31,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,12,39.5,47.7,7.8,37.5,4.5,2.4,0
186,125,1,5/23/2021 14:03,5/23/2021 14:09,3,1.7,1,7.5,2.5,0.5,2,0,0.3,12.8,2.5,0.185185185,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
262,107,2,5/23/2021 13:09,5/23/2021 13:25,1,3.39,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,17.3,8.7,10.7,75,2.5,9.4,2.4,0
151,166,2,5/23/2021 15:12,5/23/2021 15:18,4,0.98,1,6,0,0.5,1.36,0,0.3,8.16,0,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.7,17,23.2,44.4,13.8,15.5,3.1,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
237,148,2,5/23/2021 12:20,5/23/2021 12:36,1,3.84,1,14.5,0,0.5,3.56,0,0.3,21.36,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.9,38.8,15.2,18.3,5.3,57.7,3.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
141,141,2,5/23/2021 12:24,5/23/2021 12:25,1,0.47,1,3.5,0,0.5,1.36,0,0.3,8.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,17.5,5.8,10.7,70,3.2,13.5,2.6,1
140,229,2,5/23/2021 12:30,5/23/2021 12:33,1,1.37,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
234,249,1,5/23/2021 15:48,5/23/2021 15:51,1,0.9,1,5,2.5,0.5,0,0,0.3,8.3,2.5,0,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
236,164,1,5/23/2021 13:24,5/23/2021 13:35,1,3.1,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5,0.199324324,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
142,239,2,5/23/2021 14:59,5/23/2021 15:03,2,0.83,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
239,143,1,5/23/2021 12:42,5/23/2021 12:47,1,1.1,1,6,2.5,0.5,0.93,0,0.3,10.23,2.5,0.1,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
137,170,2,5/23/2021 15:54,5/23/2021 15:58,2,0.93,1,5,0,0.5,2.08,0,0.3,10.38,2.5,0.25060241,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,15.5,13.6,9.2,62.5,4.6,19.8,3.9,1
246,166,2,5/23/2021 13:00,5/23/2021 13:20,1,5.6,1,20,0,0.5,4.66,0,0.3,27.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.7,17,23.2,44.4,13.8,15.5,3.1,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
211,237,2,5/23/2021 15:20,5/23/2021 15:36,1,3.18,1,13.5,0,0.5,3.36,0,0.3,20.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
244,140,2,5/23/2021 15:11,5/23/2021 15:36,2,6.54,1,22.5,0,0.5,4.39,0,0.3,30.19,2.5,0.170155039,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,13.3,30,70.8,13.9,10.2,3.6,1.6,0
261,148,2,5/23/2021 12:09,5/23/2021 12:22,1,1.58,1,10,0,0.5,2,0,0.3,15.3,2.5,0.15037594,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.9,38.8,15.2,18.3,5.3,57.7,3.4,7,17,7.4,66.5,2.4,19.9,3.9,0
229,170,1,5/23/2021 14:12,5/23/2021 14:19,1,1.6,1,7.5,2.5,0.5,2,0,0.3,12.8,2.5,0.185185185,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,0
236,238,2,5/23/2021 15:40,5/23/2021 15:53,1,1.71,1,10,0,0.5,2,0,0.3,15.3,2.5,0.15037594,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
249,263,2,5/23/2021 13:58,5/23/2021 14:22,2,5.47,1,20,0,0.5,5.82,0,0.3,29.12,2.5,0.249785408,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,16.4,8.4,6,80,2.1,8.5,3.4,1
68,246,2,5/23/2021 15:14,5/23/2021 15:20,1,0.84,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
142,238,2,5/23/2021 13:53,5/23/2021 14:02,1,1.18,1,7.5,0,0.5,1,0,0.3,11.8,2.5,0.092592593,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
161,141,2,5/23/2021 14:37,5/23/2021 14:49,1,2.02,1,10,0,0.5,2.66,0,0.3,15.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
79,79,2,5/23/2021 14:24,5/23/2021 14:28,1,0.83,1,5,0,0.5,1.24,0,0.3,9.54,2.5,0.14939759,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
237,233,1,5/23/2021 13:05,5/23/2021 13:15,4,1.6,1,9,2.5,0.5,2.45,0,0.3,14.75,2.5,0.199186992,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
135,140,2,5/23/2021 12:20,5/23/2021 12:50,1,13.56,1,40.5,0,0.5,10.07,6.55,0.3,60.42,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,15.2,10.1,15,51.5,6.6,23.9,3,1
41,151,1,5/23/2021 12:13,5/23/2021 12:22,1,1.7,1,8.5,0,0.5,1.85,0,0.3,11.15,0,0.198924731,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,10.1,36.2,20.5,21,49.6,5.7,3.2,0
79,262,1,5/23/2021 14:45,5/23/2021 15:01,1,4.1,1,15,2.5,0.5,3.65,0,0.3,21.95,2.5,0.199453552,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
24,186,2,5/23/2021 12:08,5/23/2021 12:24,1,3.91,1,15.5,0,0.5,4.7,0,0.3,23.5,2.5,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.7,17,23.2,44.4,13.8,15.5,3.1,1
158,90,1,5/23/2021 12:19,5/23/2021 12:24,1,0.7,1,5,2.5,0.5,1.65,0,0.3,9.95,2.5,0.198795181,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,16.4,8.4,6,80,2.1,8.5,3.4,0
186,163,2,5/23/2021 15:51,5/23/2021 16:00,5,1.62,1,8,0,0.5,3.39,0,0.3,14.69,2.5,0.3,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
170,90,2,5/23/2021 13:58,5/23/2021 14:10,1,1.93,1,9.5,0,0.5,1,0,0.3,13.8,2.5,0.078125,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
48,246,2,5/23/2021 13:43,5/23/2021 13:53,1,1.75,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,0
137,137,1,5/23/2021 18:03,5/23/2021 18:05,1,0.4,1,3.5,2.5,0.5,1.35,0,0.3,8.15,2.5,0.198529412,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
238,186,2,5/23/2021 18:14,5/23/2021 18:31,2,3.63,1,14.5,0,0.5,1.78,0,0.3,19.58,2.5,0.1,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
143,68,2,5/23/2021 17:53,5/23/2021 18:01,1,2.18,1,8.5,0,0.5,2.36,0,0.3,14.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,21.1,8.4,10.4,69.4,4.2,13,3,0
107,114,2,5/23/2021 18:55,5/23/2021 19:01,2,0.99,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
68,90,2,5/23/2021 19:17,5/23/2021 19:19,1,0.49,1,4,0,0.5,1.46,0,0.3,8.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
237,236,2,5/23/2021 16:17,5/23/2021 16:20,3,0.55,1,4,0,0.5,1,0,0.3,8.3,2.5,0.136986301,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
163,186,1,5/23/2021 18:23,5/23/2021 18:31,1,1.7,1,8.5,2.5,0.5,2,0,0.3,13.8,2.5,0.169491525,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
114,113,1,5/23/2021 16:57,5/23/2021 17:09,2,1.4,1,9,2.5,0.5,2,0,0.3,14.3,2.5,0.162601626,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,16.4,8.4,6,80,2.1,8.5,3.4,0
236,239,1,5/23/2021 18:28,5/23/2021 18:39,1,1.7,1,9,2.5,0.5,1.7,0,0.3,14,2.5,0.138211382,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
263,141,2,5/23/2021 19:24,5/23/2021 19:27,1,1.13,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,17.3,8.7,10.7,75,2.5,9.4,2.4,0
7,237,2,5/23/2021 19:11,5/23/2021 19:17,2,1.03,1,6,0,0.5,1.86,0,0.3,11.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,13,16.7,26.4,50.3,3.6,16.7,3,0
50,234,2,5/23/2021 18:47,5/23/2021 19:03,1,2.92,1,13,0,0.5,3.26,0,0.3,19.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,1
79,90,2,5/23/2021 17:02,5/23/2021 17:10,1,0.98,1,6.5,0,0.5,1.96,0,0.3,11.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
74,166,2,5/23/2021 16:38,5/23/2021 16:47,2,1.54,1,8,0,0.5,3,0,0.3,11.8,0,0.340909091,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.7,17,23.2,44.4,13.8,15.5,3.1,12,39.5,47.7,7.8,37.5,4.5,2.4,1
239,151,2,5/23/2021 16:52,5/23/2021 16:59,4,1.26,1,7,0,0.5,2.06,0,0.3,12.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
229,186,1,5/23/2021 16:59,5/23/2021 17:10,1,1.9,1,9.5,2.5,0.5,2.55,0,0.3,15.35,2.5,0.19921875,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
246,90,2,5/23/2021 17:59,5/23/2021 18:05,1,0.94,1,6,0,0.5,1,0,0.3,10.3,2.5,0.107526882,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
170,186,2,5/23/2021 19:38,5/23/2021 19:46,2,1.3,1,7,0,0.5,1,0,0.3,11.3,2.5,0.097087379,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
229,237,2,5/23/2021 19:55,5/23/2021 20:02,1,1.05,1,6.5,0,0.5,2.45,0,0.3,12.25,2.5,0.25,4:00 PM - 7:59 PM,8:00 PM - 11:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,25,5.2,4.9,75.1,1.4,16.2,2.5,1
79,249,2,5/23/2021 16:05,5/23/2021 16:16,1,1.49,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
142,24,2,5/23/2021 17:13,5/23/2021 17:26,1,2.5,1,11.5,0,0.5,2.96,0,0.3,17.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.7,17,23.2,44.4,13.8,15.5,3.1,21.1,8.4,10.4,69.4,4.2,13,3,0
233,186,2,5/23/2021 16:46,5/23/2021 16:57,1,1.59,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
237,107,2,5/23/2021 16:57,5/23/2021 17:06,2,2.02,1,9.5,0,0.5,2.05,0,0.3,14.85,2.5,0.16015625,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
164,234,2,5/23/2021 19:16,5/23/2021 19:21,1,0.59,1,4.5,0,0.5,1,0,0.3,8.8,2.5,0.128205128,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
239,236,2,5/23/2021 19:21,5/23/2021 19:28,2,1.57,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
238,163,2,5/23/2021 17:28,5/23/2021 17:36,1,1.71,1,8,0,0.5,2.26,0,0.3,13.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
107,237,2,5/23/2021 19:20,5/23/2021 19:27,1,1.9,1,8,0,0.5,2.26,0,0.3,13.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,12.2,6.7,7.7,70.6,3.9,15.4,2.5,0
234,237,2,5/23/2021 17:59,5/23/2021 18:10,1,2.04,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
166,236,1,5/23/2021 16:13,5/23/2021 16:32,2,3.3,1,16,2.5,0.5,3.85,0,0.3,23.15,2.5,0.199481865,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.7,17,23.2,44.4,13.8,15.5,3.1,0
50,142,2,5/23/2021 16:09,5/23/2021 16:19,3,1.83,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,13.3,22,21.1,52.8,5.5,17.5,3.2,0
48,249,2,5/23/2021 17:13,5/23/2021 17:24,1,2.07,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.3,22,21.1,52.8,5.5,17.5,3.2,1
263,233,2,5/23/2021 16:14,5/23/2021 16:22,1,2.22,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.3,8.7,10.7,75,2.5,9.4,2.4,0
186,143,2,5/23/2021 18:14,5/23/2021 18:28,1,2.25,1,11,0,0.5,2.86,0,0.3,17.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
236,141,1,5/23/2021 19:53,5/23/2021 19:58,1,1.3,1,6.5,3,0.5,2.05,0,0.3,12.35,2.5,0.199029126,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
142,238,2,5/23/2021 17:25,5/23/2021 17:32,1,1.34,1,7,0,0.5,1,0,0.3,11.3,2.5,0.097087379,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,21.1,8.4,10.4,69.4,4.2,13,3,0
237,239,2,5/23/2021 19:39,5/23/2021 19:43,5,1.05,1,5.5,0,0.5,1.76,0,0.3,10.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
168,142,2,5/23/2021 18:34,5/23/2021 18:55,1,5.5,1,20,0,0.5,5.82,0,0.3,29.12,2.5,0.249785408,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,8.7,46.6,68.8,1.9,28,0.4,0.9,1
87,231,1,5/23/2021 18:45,5/23/2021 18:51,1,0.7,1,6,2.5,0.5,1,0,0.3,10.3,2.5,0.107526882,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,7,17,7.4,66.5,2.4,19.9,3.9,0
186,170,2,5/23/2021 16:55,5/23/2021 17:08,2,0.53,1,9,0,0.5,2.46,0,0.3,14.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
74,148,2,5/23/2021 16:28,5/23/2021 16:56,1,8.14,1,27,0,0.5,2,0,0.3,32.3,2.5,0.066006601,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.9,38.8,15.2,18.3,5.3,57.7,3.4,12,39.5,47.7,7.8,37.5,4.5,2.4,0
229,239,1,5/23/2021 19:11,5/23/2021 19:26,1,2.3,1,11.5,2.5,0.5,2.95,0,0.3,17.75,2.5,0.199324324,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,25,5.2,4.9,75.1,1.4,16.2,2.5,0
161,140,2,5/23/2021 16:23,5/23/2021 16:33,5,2.11,1,10,0,0.5,0,0,0.3,13.3,2.5,0,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
238,238,2,5/23/2021 16:30,5/23/2021 16:34,1,0.58,1,4.5,0,0.5,1,0,0.3,8.8,2.5,0.128205128,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
141,113,2,5/23/2021 17:27,5/23/2021 17:44,1,2.66,1,13,0,0.5,4.08,0,0.3,20.38,2.5,0.250306748,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,17.5,5.8,10.7,70,3.2,13.5,2.6,1
140,113,2,5/23/2021 17:07,5/23/2021 17:24,1,3.87,1,14.5,0,0.5,3.56,0,0.3,21.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,17.5,5.8,10.7,70,3.2,13.5,2.6,0
