dropoffTaxiZone,pickupTaxiZone,vendorID,pickupTime,dropoffTime,passengerCount,tripDistance,paymentType,fareAmount,extraFees,mtaTax,tipAmount,tollAmount,improvementSurcharge,totalAmount,congestionSurcharge,tipPercentage,pickupTimeChunk,dropoffTimeChunk,percentagePopulationAbove65_Pickup,percentagePopulationInPoverty_Pickup,percentageHispanic_Pickup,percentageWhite_Pickup,percentageAfricanAmerican_Pickup,percentageAsian_Pickup,percentageOther_Pickup,percentagePopulationAbove65_Dropoff,percentagePopulationInPoverty_Dropoff,percentageHispanic_Dropoff,percentageWhite_Dropoff,percentageAfricanAmerican_Dropoff,percentageAsian_Dropoff,percentageOther_Dropoff,tipQuality
236,237,2,3/12/2021 14:20,3/12/2021 14:31,1,1.4,1,8.5,0,0.5,1.5,0,0.3,13.3,2.5,0.127118644,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
238,236,2,3/12/2021 14:54,3/12/2021 14:57,1,0.78,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
75,263,1,3/12/2021 13:34,3/12/2021 13:43,1,1.8,1,8.5,2.5,0.5,2.36,0,0.3,14.16,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,14.1,28.4,44,19.7,23.4,11.1,1.8,0
151,239,2,3/12/2021 15:34,3/12/2021 15:46,1,1.46,1,9,0,0.5,3.08,0,0.3,15.38,2.5,0.250406504,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
170,170,2,3/12/2021 13:28,3/12/2021 13:32,1,0.41,1,5,0,0.5,1.66,0,0.3,9.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
100,143,2,3/12/2021 13:52,3/12/2021 14:01,1,1.54,1,8.5,0,0.5,2,0,0.3,13.8,2.5,0.169491525,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
239,239,2,3/12/2021 12:31,3/12/2021 12:33,1,0.38,1,3.5,0,0.5,0.5,0,0.3,7.3,2.5,0.073529412,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
141,143,1,3/12/2021 13:49,3/12/2021 14:03,1,2.3,1,11.5,2.5,0.5,1,0,0.3,15.8,2.5,0.067567568,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,17.5,5.8,10.7,70,3.2,13.5,2.6,0
42,141,2,3/12/2021 14:06,3/12/2021 14:34,2,5.35,1,20,0,0.5,0.2,0,0.3,23.5,2.5,0.008583691,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,10.6,26.3,25.8,10.1,58.7,2.1,3.3,0
90,161,2,3/12/2021 13:35,3/12/2021 13:47,1,1.97,1,9.5,0,0.5,3.84,0,0.3,16.64,2.5,0.3,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
41,90,1,3/12/2021 15:43,3/12/2021 16:20,1,5.4,1,24.5,2.5,0.5,4,0,0.3,31.8,2.5,0.143884892,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,10.1,36.2,20.5,21,49.6,5.7,3.2,0
166,161,2,3/12/2021 15:41,3/12/2021 16:06,5,4.15,1,18,1,0.5,4.46,0,0.3,26.76,2.5,0.2,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.7,17,23.2,44.4,13.8,15.5,3.1,0
234,236,2,3/12/2021 15:18,3/12/2021 15:42,1,3.44,1,16.5,0,0.5,4.95,0,0.3,24.75,2.5,0.25,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
231,231,2,3/12/2021 13:54,3/12/2021 14:03,1,1.16,1,7.5,0,0.5,2.16,0,0.3,12.96,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
55,22,2,3/12/2021 15:05,3/12/2021 15:23,2,3.25,1,14,0,0.5,10,0,0.3,24.8,0,0.675675676,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,15.2,20.7,16.8,38.6,0.9,41.9,1.8,19.9,42.8,27.9,31.7,29.2,8.7,2.4,1
236,137,2,3/12/2021 12:08,3/12/2021 12:22,1,3.24,1,12.5,0,0.5,2,0,0.3,17.8,2.5,0.126582278,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
233,229,1,3/12/2021 14:21,3/12/2021 14:24,1,0.8,1,4.5,2.5,0.5,2.2,0,0.3,10,2.5,0.282051282,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
237,161,1,3/12/2021 14:22,3/12/2021 14:35,1,1.6,1,7,2.5,0.5,2.05,0,0.3,12.35,2.5,0.199029126,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
233,164,2,3/12/2021 15:01,3/12/2021 15:08,1,1.3,1,6.5,0,0.5,1,0,0.3,10.8,2.5,0.102040816,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,25,5.2,4.9,75.1,1.4,16.2,2.5,0
21,21,2,3/12/2021 15:42,3/12/2021 18:01,1,23.65,1,100.5,1,0.5,10,12.24,0.3,124.54,0,0.087305745,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,16.1,26,13.5,42.1,1,41,2.4,16.1,26,13.5,42.1,1,41,2.4,0
239,237,2,3/12/2021 12:41,3/12/2021 12:59,1,1.96,1,13.5,0,0.5,1,0,0.3,17.8,2.5,0.05952381,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
166,75,2,3/12/2021 13:21,3/12/2021 13:32,1,1.47,1,8.5,0,0.5,1.86,0,0.3,11.16,0,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,14.1,28.4,44,19.7,23.4,11.1,1.8,14.7,17,23.2,44.4,13.8,15.5,3.1,0
143,237,2,3/12/2021 13:07,3/12/2021 13:18,3,1.68,1,9.5,0,0.5,2.56,0,0.3,15.36,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,21.1,8.4,10.4,69.4,4.2,13,3,1
236,142,1,3/12/2021 13:10,3/12/2021 13:21,1,2.2,1,10.5,2.5,0.5,2.75,0,0.3,16.55,2.5,0.199275362,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
229,90,2,3/12/2021 15:34,3/12/2021 15:53,1,2.85,1,14,0,0.5,3.46,0,0.3,20.76,2.5,0.2,12:00 PM - 3:59 PM,12:00 PM - 3:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,25,5.2,4.9,75.1,1.4,16.2,2.5,0
87,249,2,3/12/2021 15:52,3/12/2021 16:14,1,2.82,1,15.5,0,0.5,3.76,0,0.3,22.56,2.5,0.2,12:00 PM - 3:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,7,17,7.4,66.5,2.4,19.9,3.9,1
263,162,2,3/12/2021 16:29,3/12/2021 16:39,1,1.51,1,8.5,1,0.5,3.2,0,0.3,16,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.3,8.7,10.7,75,2.5,9.4,2.4,1
107,170,2,3/12/2021 18:29,3/12/2021 18:35,2,0.94,1,6,1,0.5,2.06,0,0.3,12.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,12.2,6.7,7.7,70.6,3.9,15.4,2.5,1
234,45,2,3/12/2021 18:45,3/12/2021 19:06,2,4.6,1,18.5,1,0.5,4.56,0,0.3,27.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.9,38.8,15.2,18.3,5.3,57.7,3.4,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
141,161,2,3/12/2021 18:52,3/12/2021 18:59,1,1.44,1,7,1,0.5,1.5,0,0.3,12.8,2.5,0.132743363,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,17.5,5.8,10.7,70,3.2,13.5,2.6,0
88,114,2,3/12/2021 19:22,3/12/2021 19:36,5,2.83,1,12,1,0.5,0,0,0.3,16.3,2.5,0,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,7,17,7.4,66.5,2.4,19.9,3.9,0
239,234,2,3/12/2021 18:44,3/12/2021 19:01,3,3.62,1,14.5,1,0.5,4.7,0,0.3,23.5,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
50,90,1,3/12/2021 19:27,3/12/2021 19:35,1,2.3,1,9,3.5,0.5,2,0,0.3,15.3,2.5,0.15037594,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,22,21.1,52.8,5.5,17.5,3.2,0
233,229,1,3/12/2021 18:09,3/12/2021 18:15,1,1.1,1,6,3.5,0.5,3.05,0,0.3,13.35,2.5,0.296116505,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
263,246,2,3/12/2021 16:57,3/12/2021 17:17,1,3.69,1,16,1,0.5,4.06,0,0.3,24.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,17.3,8.7,10.7,75,2.5,9.4,2.4,0
144,113,2,3/12/2021 18:11,3/12/2021 18:19,1,0.84,1,6.5,1,0.5,2.5,0,0.3,13.3,2.5,0.231481481,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,16.4,8.4,6,80,2.1,8.5,3.4,13.3,14.4,6.3,66.2,2.2,21.5,3.8,1
239,236,1,3/12/2021 17:33,3/12/2021 17:38,1,0.9,1,5.5,3.5,0.5,1.95,0,0.3,11.75,2.5,0.198979592,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
100,161,2,3/12/2021 18:01,3/12/2021 18:09,1,0.94,1,6.5,1,0.5,0.22,0,0.3,11.02,2.5,0.02037037,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
230,186,1,3/12/2021 18:23,3/12/2021 18:27,1,0.9,1,5,3.5,0.5,0,0,0.3,9.3,2.5,0,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
238,141,1,3/12/2021 16:30,3/12/2021 16:49,1,2.7,1,14,3.5,0.5,5.45,0,0.3,23.75,2.5,0.297814208,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
7,143,1,3/12/2021 18:34,3/12/2021 19:10,1,5.3,1,25,3.5,0.5,4,0,0.3,33.3,2.5,0.136518771,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,13,16.7,26.4,50.3,3.6,16.7,3,0
48,48,2,3/12/2021 19:46,3/12/2021 19:50,1,0.55,1,4.5,1,0.5,1,0,0.3,9.8,2.5,0.113636364,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,22,21.1,52.8,5.5,17.5,3.2,13.3,22,21.1,52.8,5.5,17.5,3.2,0
74,41,2,3/12/2021 19:36,3/12/2021 19:41,1,0.85,1,5.5,1,0.5,1.7,0,0.3,9,0,0.232876712,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,10.1,36.2,20.5,21,49.6,5.7,3.2,12,39.5,47.7,7.8,37.5,4.5,2.4,1
66,79,1,3/12/2021 16:11,3/12/2021 16:35,2,4.9,1,19,3.5,0.5,5.8,0,0.3,29.1,2.5,0.248927039,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,10.7,17.4,12.4,64.9,6.7,13.7,2.3,8.8,23.3,19.1,44.5,20.3,11.8,4.4,1
236,141,1,3/12/2021 16:42,3/12/2021 16:46,1,0.6,1,4.5,3.5,0.5,1.75,0,0.3,10.55,2.5,0.198863636,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
166,261,2,3/12/2021 18:09,3/12/2021 18:35,1,8.07,1,26.5,1,0.5,6.16,0,0.3,36.96,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,7,17,7.4,66.5,2.4,19.9,3.9,14.7,17,23.2,44.4,13.8,15.5,3.1,1
236,161,1,3/12/2021 17:20,3/12/2021 17:31,1,1.7,1,10,3.5,0.5,2.86,0,0.3,17.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
158,232,2,3/12/2021 19:24,3/12/2021 19:42,1,2.88,1,13.5,1,0.5,2,0,0.3,19.8,2.5,0.112359551,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,19.7,34,39.4,23.3,11.4,23.6,2.4,16.4,8.4,6,80,2.1,8.5,3.4,0
164,162,1,3/12/2021 17:47,3/12/2021 17:53,1,1.2,1,6,3.5,0.5,3.05,0,0.3,13.35,2.5,0.296116505,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
74,141,2,3/12/2021 17:54,3/12/2021 18:04,1,2.12,1,9.5,1,0.5,2.76,0,0.3,16.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,12,39.5,47.7,7.8,37.5,4.5,2.4,1
140,144,1,3/12/2021 18:13,3/12/2021 18:35,1,4.4,1,17,3.5,0.5,4.25,0,0.3,25.55,2.5,0.199530516,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,17.5,5.8,10.7,70,3.2,13.5,2.6,0
263,161,2,3/12/2021 19:25,3/12/2021 19:38,1,2.52,1,11,1,0.5,1,0,0.3,16.3,2.5,0.065359477,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,17.3,8.7,10.7,75,2.5,9.4,2.4,0
186,50,2,3/12/2021 17:30,3/12/2021 17:45,1,1.89,1,11,1,0.5,3.82,0,0.3,19.12,2.5,0.249673203,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,22,21.1,52.8,5.5,17.5,3.2,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
239,24,1,3/12/2021 18:47,3/12/2021 18:55,2,1.2,1,7.5,3.5,0.5,2.36,0,0.3,14.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.7,17,23.2,44.4,13.8,15.5,3.1,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
239,234,2,3/12/2021 17:13,3/12/2021 17:33,4,3.7,1,15.5,1,0.5,4.95,0,0.3,24.75,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
231,90,2,3/12/2021 18:40,3/12/2021 18:52,1,2.37,1,10.5,1,0.5,1,0,0.3,15.8,2.5,0.067567568,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.2,11.7,13.9,62.4,5.3,15.6,2.7,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
151,263,2,3/12/2021 17:04,3/12/2021 17:17,1,2.24,1,10.5,1,0.5,3.7,0,0.3,18.5,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
244,239,2,3/12/2021 16:19,3/12/2021 17:03,1,4.91,1,27,1,0.5,7.82,0,0.3,39.12,2.5,0.249840256,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,13.3,30,70.8,13.9,10.2,3.6,1.6,1
249,170,2,3/12/2021 17:35,3/12/2021 17:48,1,1.73,1,10,1,0.5,2.86,0,0.3,17.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,16.4,8.4,6,80,2.1,8.5,3.4,0
236,142,1,3/12/2021 19:35,3/12/2021 19:47,1,2.1,1,10,3.5,0.5,3.55,0,0.3,17.85,2.5,0.248251748,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
234,100,1,3/12/2021 18:51,3/12/2021 18:57,1,0.9,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5,0.199029126,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
79,107,2,3/12/2021 19:28,3/12/2021 19:31,1,0.51,1,4,1,0.5,1.49,0,0.3,9.79,2.5,0.179518072,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,10.7,17.4,12.4,64.9,6.7,13.7,2.3,0
186,148,1,3/12/2021 17:09,3/12/2021 17:28,1,2.8,1,14.5,3.5,0.5,4.7,0,0.3,23.5,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.9,38.8,15.2,18.3,5.3,57.7,3.4,14.4,15.1,9.8,61.5,4.5,20.8,3.3,1
151,239,1,3/12/2021 19:32,3/12/2021 19:37,1,1,1,6,3.5,0.5,2.05,0,0.3,12.35,2.5,0.199029126,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,20.3,11.7,16.6,67.3,5.9,7.3,2.8,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
48,50,2,3/12/2021 19:12,3/12/2021 19:15,1,0.81,1,4.5,1,0.5,1.76,0,0.3,10.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,22,21.1,52.8,5.5,17.5,3.2,13.3,22,21.1,52.8,5.5,17.5,3.2,0
42,127,2,3/12/2021 16:23,3/12/2021 16:39,1,3.73,1,15,1,0.5,2,0,0.3,18.8,0,0.119047619,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,24.8,71.5,16.8,7.4,2.6,1.8,10.6,26.3,25.8,10.1,58.7,2.1,3.3,0
238,100,2,3/12/2021 17:05,3/12/2021 17:21,1,3.25,1,13,1,0.5,3.46,0,0.3,20.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
263,162,2,3/12/2021 18:18,3/12/2021 18:24,1,1.57,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,17.3,8.7,10.7,75,2.5,9.4,2.4,1
162,170,2,3/12/2021 16:07,3/12/2021 16:11,1,0.8,1,5,0,0.5,2.49,0,0.3,10.79,2.5,0.3,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,1
229,107,2,3/12/2021 19:04,3/12/2021 19:12,1,1.83,1,8.5,1,0.5,2.56,0,0.3,15.36,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,1
140,107,2,3/12/2021 18:46,3/12/2021 19:04,1,3.43,1,15,1,0.5,3.86,0,0.3,23.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,17.5,5.8,10.7,70,3.2,13.5,2.6,0
233,162,2,3/12/2021 17:14,3/12/2021 17:19,1,0.67,1,5.5,1,0.5,1,0,0.3,10.8,2.5,0.102040816,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,25,5.2,4.9,75.1,1.4,16.2,2.5,25,5.2,4.9,75.1,1.4,16.2,2.5,0
151,143,2,3/12/2021 18:05,3/12/2021 18:18,1,2.01,1,10.5,1,0.5,2.96,0,0.3,17.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,20.3,11.7,16.6,67.3,5.9,7.3,2.8,0
75,236,2,3/12/2021 16:51,3/12/2021 16:58,1,0.55,1,6.5,1,0.5,2.16,0,0.3,12.96,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,30.7,4.3,6.7,83.3,0.7,6.5,2.7,14.1,28.4,44,19.7,23.4,11.1,1.8,1
162,170,2,3/12/2021 17:35,3/12/2021 17:39,1,0.67,1,5,1,0.5,1.86,0,0.3,11.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,0
68,161,2,3/12/2021 19:05,3/12/2021 19:16,2,1.62,1,9,1,0.5,2,0,0.3,15.3,2.5,0.15037594,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.4,15.1,9.8,61.5,4.5,20.8,3.3,13.2,11.7,13.9,62.4,5.3,15.6,2.7,0
164,107,2,3/12/2021 18:27,3/12/2021 18:33,1,0.69,1,5.5,1,0.5,1.47,0,0.3,11.27,2.5,0.15,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,12.2,6.7,7.7,70.6,3.9,15.4,2.5,14.4,15.1,9.8,61.5,4.5,20.8,3.3,0
239,24,2,3/12/2021 16:18,3/12/2021 16:33,1,2.16,1,11.5,1,0.5,3.16,0,0.3,18.96,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,14.7,17,23.2,44.4,13.8,15.5,3.1,20.3,11.7,16.6,67.3,5.9,7.3,2.8,1
142,143,2,3/12/2021 16:59,3/12/2021 17:04,1,0.95,1,5.5,1,0.5,1.96,0,0.3,11.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,21.1,8.4,10.4,69.4,4.2,13,3,21.1,8.4,10.4,69.4,4.2,13,3,0
234,261,2,3/12/2021 18:45,3/12/2021 18:55,1,2.44,1,9.5,1,0.5,3.45,0,0.3,17.25,2.5,0.25,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,7,17,7.4,66.5,2.4,19.9,3.9,13.2,11.7,13.9,62.4,5.3,15.6,2.7,1
125,170,2,3/12/2021 16:52,3/12/2021 17:20,1,2.54,1,18,1,0.5,4.46,0,0.3,26.76,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,13.3,14.4,6.3,66.2,2.2,21.5,3.8,0
113,125,1,3/12/2021 19:15,3/12/2021 19:23,1,0.8,1,6.5,3.5,0.5,1.2,0,0.3,12,2.5,0.111111111,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,16.4,8.4,6,80,2.1,8.5,3.4,0
226,141,2,3/12/2021 18:52,3/12/2021 19:05,1,3.42,1,13,1,0.5,1,0,0.3,18.3,2.5,0.057803468,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.5,5.8,10.7,70,3.2,13.5,2.6,9.9,10,31.9,38.5,2.2,24.5,3,0
233,170,2,3/12/2021 19:25,3/12/2021 19:31,1,0.97,1,6,1,0.5,1,0,0.3,11.3,2.5,0.097087379,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,25,5.2,4.9,75.1,1.4,16.2,2.5,0
137,263,2,3/12/2021 17:05,3/12/2021 17:19,1,3.23,1,13.5,1,0.5,1,0,0.3,18.8,2.5,0.056179775,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,15.5,13.6,9.2,62.5,4.6,19.8,3.9,0
237,125,2,3/12/2021 18:44,3/12/2021 19:01,1,3.56,1,14.5,1,0.5,3.76,0,0.3,22.56,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,13.3,14.4,6.3,66.2,2.2,21.5,3.8,30.7,4.3,6.7,83.3,0.7,6.5,2.7,1
107,137,2,3/12/2021 17:54,3/12/2021 18:00,1,1.25,1,6.5,1,0.5,3,0,0.3,13.8,2.5,0.277777778,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,15.5,13.6,9.2,62.5,4.6,19.8,3.9,12.2,6.7,7.7,70.6,3.9,15.4,2.5,1
237,263,2,3/12/2021 18:44,3/12/2021 18:52,1,1.65,1,7.5,1,0.5,2.36,0,0.3,14.16,2.5,0.2,4:00 PM - 7:59 PM,4:00 PM - 7:59 PM,17.3,8.7,10.7,75,2.5,9.4,2.4,30.7,4.3,6.7,83.3,0.7,6.5,2.7,0
